#       [nm]       bulge  elliptical          s0          sa          sb          sc         avg
     698.022 4.13849e-14 4.05757e-14 3.90958e-14 3.92347e-14 3.87650e-14 2.33579e-14 3.70690e-14
     698.242 4.16164e-14 4.05461e-14 3.94848e-14 3.93276e-14 3.87703e-14 2.47468e-14 3.74153e-14
     698.462 4.18477e-14 4.05165e-14 3.98736e-14 3.94205e-14 3.87755e-14 2.61350e-14 3.77615e-14
     698.681 4.18974e-14 4.05583e-14 4.03550e-14 3.93800e-14 3.88910e-14 2.62403e-14 3.78870e-14
     698.901 4.19085e-14 4.06152e-14 4.08560e-14 3.93112e-14 3.90300e-14 2.60735e-14 3.79657e-14
     699.121 4.17863e-14 4.06273e-14 4.13052e-14 3.92464e-14 3.91276e-14 2.59967e-14 3.80149e-14
     699.341 4.15549e-14 4.06028e-14 4.17120e-14 3.91848e-14 3.91913e-14 2.59934e-14 3.80399e-14
     699.560 4.13615e-14 4.05760e-14 4.20373e-14 3.91387e-14 3.91872e-14 2.59202e-14 3.80368e-14
     699.780 4.12677e-14 4.05435e-14 4.21479e-14 3.91332e-14 3.90040e-14 2.56628e-14 3.79599e-14
     700.000 4.11740e-14 4.05109e-14 4.22585e-14 3.91277e-14 3.88210e-14 2.54055e-14 3.78829e-14
     700.220 4.12340e-14 4.05119e-14 4.20823e-14 3.91101e-14 3.88035e-14 2.55468e-14 3.78814e-14
     700.440 4.12940e-14 4.05129e-14 4.19062e-14 3.90924e-14 3.87860e-14 2.56880e-14 3.78799e-14
     700.659 4.12999e-14 4.04882e-14 4.15797e-14 3.90685e-14 3.88554e-14 2.61801e-14 3.79120e-14
     700.879 4.12852e-14 4.04538e-14 4.11961e-14 3.90423e-14 3.89577e-14 2.68052e-14 3.79567e-14
     701.099 4.12318e-14 4.04478e-14 4.10620e-14 3.90269e-14 3.89725e-14 2.68096e-14 3.79251e-14
     701.319 4.11309e-14 4.04767e-14 4.12326e-14 3.90250e-14 3.88805e-14 2.60559e-14 3.78003e-14
     701.538 4.10584e-14 4.04994e-14 4.13935e-14 3.90260e-14 3.87922e-14 2.53991e-14 3.76947e-14
     701.758 4.11197e-14 4.04930e-14 4.15091e-14 3.90406e-14 3.87204e-14 2.51976e-14 3.76800e-14
     701.978 4.11810e-14 4.04865e-14 4.16246e-14 3.90551e-14 3.86487e-14 2.49962e-14 3.76654e-14
     702.198 4.14181e-14 4.04798e-14 4.13777e-14 3.91135e-14 3.87066e-14 2.44910e-14 3.75978e-14
     702.418 4.16749e-14 4.04730e-14 4.10906e-14 3.91766e-14 3.87790e-14 2.39521e-14 3.75244e-14
     702.637 4.19048e-14 4.05664e-14 4.10078e-14 3.92706e-14 3.88202e-14 2.32286e-14 3.74664e-14
     702.857 4.21187e-14 4.07198e-14 4.10476e-14 3.93831e-14 3.88427e-14 2.23945e-14 3.74177e-14
     703.077 4.23135e-14 4.08758e-14 4.11844e-14 3.95102e-14 3.88503e-14 2.21121e-14 3.74744e-14
     703.297 4.24730e-14 4.10368e-14 4.15016e-14 3.96645e-14 3.88305e-14 2.28542e-14 3.77268e-14
     703.516 4.26227e-14 4.11897e-14 4.17982e-14 3.98075e-14 3.88344e-14 2.36323e-14 3.79808e-14
     703.736 4.26527e-14 4.12450e-14 4.18432e-14 3.98115e-14 3.91319e-14 2.48617e-14 3.82577e-14
     703.956 4.26827e-14 4.13002e-14 4.18882e-14 3.98154e-14 3.94293e-14 2.60903e-14 3.85343e-14
     704.176 4.25720e-14 4.12574e-14 4.18639e-14 3.97434e-14 3.96814e-14 2.74007e-14 3.87531e-14
     704.396 4.24262e-14 4.11901e-14 4.18223e-14 3.96523e-14 3.99222e-14 2.87315e-14 3.89574e-14
     704.615 4.22394e-14 4.09634e-14 4.16760e-14 3.93829e-14 3.98817e-14 2.96438e-14 3.89645e-14
     704.835 4.20155e-14 4.05927e-14 4.14351e-14 3.89521e-14 3.95870e-14 3.01777e-14 3.87934e-14
     705.055 4.17630e-14 4.02029e-14 4.11576e-14 3.85537e-14 3.92801e-14 2.99765e-14 3.84890e-14
     705.275 4.14239e-14 3.97556e-14 4.07697e-14 3.82519e-14 3.89361e-14 2.75692e-14 3.77844e-14
     705.495 4.10850e-14 3.93086e-14 4.03821e-14 3.79502e-14 3.85924e-14 2.51631e-14 3.70802e-14
     705.714 4.08381e-14 3.89659e-14 3.98407e-14 3.77834e-14 3.81972e-14 2.36338e-14 3.65432e-14
     705.934 4.05936e-14 3.86260e-14 3.92954e-14 3.76200e-14 3.78006e-14 2.21269e-14 3.60104e-14
     706.154 4.04555e-14 3.84455e-14 3.90849e-14 3.75438e-14 3.75491e-14 2.20727e-14 3.58586e-14
     706.374 4.03629e-14 3.83334e-14 3.90179e-14 3.75049e-14 3.73598e-14 2.26408e-14 3.58699e-14
     706.593 4.02968e-14 3.82401e-14 3.90091e-14 3.74754e-14 3.72046e-14 2.31306e-14 3.58928e-14
     706.813 4.02663e-14 3.81723e-14 3.90793e-14 3.74586e-14 3.70957e-14 2.35147e-14 3.59312e-14
     707.033 4.02526e-14 3.81025e-14 3.91653e-14 3.74273e-14 3.70222e-14 2.37485e-14 3.59531e-14
     707.253 4.03336e-14 3.80221e-14 3.93409e-14 3.73139e-14 3.71490e-14 2.31308e-14 3.58817e-14
     707.473 4.04145e-14 3.79417e-14 3.95164e-14 3.72005e-14 3.72757e-14 2.25135e-14 3.58104e-14
     707.692 4.03968e-14 3.77909e-14 3.96262e-14 3.70387e-14 3.72791e-14 2.21405e-14 3.57120e-14
     707.912 4.03650e-14 3.76300e-14 3.97265e-14 3.68700e-14 3.72649e-14 2.18026e-14 3.56098e-14
     708.132 4.01957e-14 3.74657e-14 3.97611e-14 3.66527e-14 3.71270e-14 2.25240e-14 3.56210e-14
     708.352 3.99347e-14 3.72991e-14 3.97516e-14 3.64031e-14 3.69068e-14 2.39514e-14 3.57078e-14
     708.571 3.96792e-14 3.71372e-14 3.96500e-14 3.61928e-14 3.67059e-14 2.52750e-14 3.57734e-14
     708.791 3.94349e-14 3.69850e-14 3.93567e-14 3.60642e-14 3.65449e-14 2.63846e-14 3.57951e-14
     709.011 3.91926e-14 3.68365e-14 3.90580e-14 3.59382e-14 3.63853e-14 2.73956e-14 3.58010e-14
     709.231 3.89870e-14 3.67574e-14 3.86534e-14 3.58600e-14 3.62497e-14 2.65449e-14 3.55087e-14
     709.451 3.87815e-14 3.66783e-14 3.82491e-14 3.57819e-14 3.61141e-14 2.56946e-14 3.52166e-14
     709.670 3.86448e-14 3.66903e-14 3.81603e-14 3.57474e-14 3.60351e-14 2.46286e-14 3.49844e-14
     709.890 3.85281e-14 3.67288e-14 3.81632e-14 3.57256e-14 3.59725e-14 2.35000e-14 3.47697e-14
     710.110 3.85340e-14 3.67019e-14 3.81703e-14 3.57000e-14 3.59389e-14 2.29978e-14 3.46738e-14
     710.330 3.86626e-14 3.66097e-14 3.81815e-14 3.56707e-14 3.59343e-14 2.31217e-14 3.46967e-14
     710.549 3.87846e-14 3.65392e-14 3.81971e-14 3.56375e-14 3.59586e-14 2.32351e-14 3.47254e-14
     710.769 3.88840e-14 3.65435e-14 3.82274e-14 3.55915e-14 3.60826e-14 2.33131e-14 3.47737e-14
     710.989 3.89834e-14 3.65477e-14 3.82576e-14 3.55455e-14 3.62066e-14 2.33911e-14 3.48220e-14
     711.209 3.89896e-14 3.65330e-14 3.81765e-14 3.54459e-14 3.62710e-14 2.38444e-14 3.48767e-14
     711.429 3.89909e-14 3.65174e-14 3.80896e-14 3.53434e-14 3.63322e-14 2.43175e-14 3.49318e-14
     711.648 3.89847e-14 3.64100e-14 3.79520e-14 3.52165e-14 3.63662e-14 2.50018e-14 3.49885e-14
     711.868 3.89748e-14 3.62586e-14 3.77898e-14 3.50778e-14 3.63871e-14 2.57878e-14 3.50460e-14
     712.088 3.89460e-14 3.61001e-14 3.77968e-14 3.49959e-14 3.62828e-14 2.62512e-14 3.50621e-14
     712.308 3.88887e-14 3.59312e-14 3.80571e-14 3.49990e-14 3.59910e-14 2.62309e-14 3.50163e-14
     712.527 3.88270e-14 3.57929e-14 3.83021e-14 3.50043e-14 3.57048e-14 2.65064e-14 3.50229e-14
     712.747 3.87345e-14 3.58686e-14 3.84401e-14 3.50249e-14 3.54573e-14 2.88536e-14 3.53965e-14
     712.967 3.86419e-14 3.59442e-14 3.85782e-14 3.50455e-14 3.52099e-14 3.12008e-14 3.57701e-14
     713.187 3.83747e-14 3.58032e-14 3.81430e-14 3.50746e-14 3.52280e-14 3.44944e-14 3.61863e-14
     713.407 3.80766e-14 3.56240e-14 3.76066e-14 3.51052e-14 3.52928e-14 3.79549e-14 3.66100e-14
     713.626 3.78004e-14 3.55099e-14 3.70863e-14 3.51377e-14 3.53285e-14 3.90330e-14 3.66493e-14
     713.846 3.75403e-14 3.54439e-14 3.65778e-14 3.51717e-14 3.53426e-14 3.83511e-14 3.64046e-14
     714.066 3.73808e-14 3.54512e-14 3.60781e-14 3.52067e-14 3.53409e-14 3.70301e-14 3.60813e-14
     714.286 3.74559e-14 3.56292e-14 3.55986e-14 3.52442e-14 3.53021e-14 3.42192e-14 3.55749e-14
     714.505 3.75305e-14 3.58054e-14 3.51378e-14 3.52821e-14 3.52698e-14 3.14259e-14 3.50752e-14
     714.725 3.75894e-14 3.59091e-14 3.53974e-14 3.53380e-14 3.54853e-14 2.92869e-14 3.48344e-14
     714.945 3.76483e-14 3.60128e-14 3.56571e-14 3.53939e-14 3.57008e-14 2.71478e-14 3.45935e-14
     715.165 3.74944e-14 3.61054e-14 3.60167e-14 3.54575e-14 3.59542e-14 2.65775e-14 3.46009e-14
     715.385 3.72695e-14 3.61944e-14 3.64095e-14 3.55235e-14 3.62201e-14 2.65298e-14 3.46911e-14
     715.604 3.70450e-14 3.62937e-14 3.62961e-14 3.56222e-14 3.63437e-14 2.69120e-14 3.47521e-14
     715.824 3.68209e-14 3.64045e-14 3.56234e-14 3.57569e-14 3.63102e-14 2.77689e-14 3.47808e-14
     716.044 3.66548e-14 3.64743e-14 3.49780e-14 3.58866e-14 3.62692e-14 2.83394e-14 3.47670e-14
     716.264 3.67203e-14 3.63803e-14 3.44419e-14 3.59957e-14 3.61986e-14 2.77659e-14 3.45838e-14
     716.484 3.67859e-14 3.62863e-14 3.39056e-14 3.61049e-14 3.61280e-14 2.71923e-14 3.44005e-14
     716.703 3.68513e-14 3.63516e-14 3.36002e-14 3.61707e-14 3.59944e-14 2.57547e-14 3.41205e-14
     716.923 3.69167e-14 3.64298e-14 3.33136e-14 3.62330e-14 3.58556e-14 2.42471e-14 3.38327e-14
     717.143 3.67618e-14 3.63987e-14 3.33926e-14 3.61691e-14 3.58451e-14 2.25833e-14 3.35251e-14
     717.363 3.64882e-14 3.63087e-14 3.36685e-14 3.60373e-14 3.59036e-14 2.08354e-14 3.32070e-14
     717.582 3.62077e-14 3.62405e-14 3.40648e-14 3.58640e-14 3.60043e-14 1.99880e-14 3.30616e-14
     717.802 3.59157e-14 3.62085e-14 3.46618e-14 3.56214e-14 3.61754e-14 2.06403e-14 3.32039e-14
     718.022 3.56148e-14 3.61857e-14 3.52472e-14 3.53967e-14 3.62908e-14 2.13511e-14 3.33477e-14
     718.242 3.52331e-14 3.62454e-14 3.57291e-14 3.53315e-14 3.59058e-14 2.25901e-14 3.35058e-14
     718.462 3.48514e-14 3.63051e-14 3.62110e-14 3.52664e-14 3.55209e-14 2.38290e-14 3.36640e-14
     718.681 3.44610e-14 3.63052e-14 3.66483e-14 3.52323e-14 3.52096e-14 2.34805e-14 3.35561e-14
     718.901 3.40687e-14 3.62927e-14 3.70760e-14 3.52048e-14 3.49139e-14 2.27953e-14 3.33919e-14
     719.121 3.37829e-14 3.62923e-14 3.74066e-14 3.52256e-14 3.49322e-14 2.22402e-14 3.33133e-14
     719.341 3.35842e-14 3.63019e-14 3.76576e-14 3.52859e-14 3.52073e-14 2.17915e-14 3.33048e-14
     719.560 3.33964e-14 3.63294e-14 3.78809e-14 3.53571e-14 3.54708e-14 2.17931e-14 3.33713e-14
     719.780 3.32375e-14 3.64040e-14 3.80310e-14 3.54570e-14 3.57039e-14 2.29802e-14 3.36356e-14
     720.000 3.30785e-14 3.64786e-14 3.81811e-14 3.55570e-14 3.59370e-14 2.41676e-14 3.39000e-14
     720.220 3.34606e-14 3.64907e-14 3.82193e-14 3.57009e-14 3.61236e-14 2.57366e-14 3.42886e-14
     720.440 3.38427e-14 3.65028e-14 3.82574e-14 3.58448e-14 3.63102e-14 2.73056e-14 3.46772e-14
     720.659 3.43436e-14 3.65176e-14 3.82136e-14 3.59427e-14 3.62133e-14 2.76465e-14 3.48129e-14
     720.879 3.48896e-14 3.65336e-14 3.81386e-14 3.60231e-14 3.60090e-14 2.75218e-14 3.48526e-14
     721.099 3.54489e-14 3.66318e-14 3.80439e-14 3.60947e-14 3.57517e-14 2.67553e-14 3.47877e-14
     721.319 3.60245e-14 3.68307e-14 3.79249e-14 3.61557e-14 3.54299e-14 2.52049e-14 3.45951e-14
     721.539 3.66023e-14 3.70252e-14 3.77565e-14 3.62313e-14 3.52110e-14 2.36086e-14 3.44058e-14
     721.758 3.71899e-14 3.71991e-14 3.73557e-14 3.63757e-14 3.54769e-14 2.17964e-14 3.42323e-14
     721.978 3.77776e-14 3.73731e-14 3.69548e-14 3.65201e-14 3.57428e-14 1.99837e-14 3.40587e-14
     722.198 3.81029e-14 3.74927e-14 3.67531e-14 3.66559e-14 3.59833e-14 1.95204e-14 3.40847e-14
     722.418 3.83990e-14 3.76063e-14 3.65735e-14 3.67908e-14 3.62210e-14 1.92070e-14 3.41329e-14
     722.637 3.85890e-14 3.77417e-14 3.67273e-14 3.69115e-14 3.64164e-14 1.90320e-14 3.42363e-14
     722.857 3.87154e-14 3.78901e-14 3.70810e-14 3.70236e-14 3.65863e-14 1.89401e-14 3.43728e-14
     723.077 3.87585e-14 3.80114e-14 3.73461e-14 3.70982e-14 3.67079e-14 1.86463e-14 3.44281e-14
     723.297 3.86468e-14 3.80826e-14 3.74468e-14 3.71029e-14 3.67398e-14 1.79779e-14 3.43328e-14
     723.516 3.85211e-14 3.81603e-14 3.75328e-14 3.71014e-14 3.67635e-14 1.74909e-14 3.42617e-14
     723.736 3.82228e-14 3.83197e-14 3.74368e-14 3.70225e-14 3.66879e-14 1.92401e-14 3.44883e-14
     723.956 3.79245e-14 3.84791e-14 3.73408e-14 3.69437e-14 3.66122e-14 2.09892e-14 3.47149e-14
     724.176 3.76847e-14 3.85511e-14 3.72176e-14 3.69088e-14 3.65968e-14 2.09220e-14 3.46468e-14
     724.396 3.74595e-14 3.86011e-14 3.70875e-14 3.68849e-14 3.65964e-14 2.04010e-14 3.45051e-14
     724.615 3.72750e-14 3.85609e-14 3.69653e-14 3.68818e-14 3.66054e-14 1.99162e-14 3.43674e-14
     724.835 3.71272e-14 3.84391e-14 3.68502e-14 3.68975e-14 3.66228e-14 1.94640e-14 3.42335e-14
     725.055 3.69699e-14 3.83444e-14 3.67871e-14 3.69808e-14 3.66459e-14 1.91443e-14 3.41454e-14
     725.275 3.67843e-14 3.83309e-14 3.68804e-14 3.72668e-14 3.66858e-14 1.92214e-14 3.41949e-14
     725.495 3.65986e-14 3.83174e-14 3.69737e-14 3.75528e-14 3.67257e-14 1.92985e-14 3.42445e-14
     725.714 3.63593e-14 3.84516e-14 3.73237e-14 3.76666e-14 3.68086e-14 1.86453e-14 3.42092e-14
     725.934 3.61187e-14 3.85896e-14 3.76803e-14 3.77760e-14 3.68927e-14 1.79735e-14 3.41718e-14
     726.154 3.59471e-14 3.86470e-14 3.83697e-14 3.76624e-14 3.70326e-14 1.77591e-14 3.42363e-14
     726.374 3.58051e-14 3.86699e-14 3.92016e-14 3.74532e-14 3.71965e-14 1.77408e-14 3.43445e-14
     726.593 3.57496e-14 3.87060e-14 3.99395e-14 3.72807e-14 3.73342e-14 1.75160e-14 3.44210e-14
     726.813 3.58110e-14 3.87598e-14 4.05502e-14 3.71577e-14 3.74365e-14 1.70121e-14 3.44546e-14
     727.033 3.58751e-14 3.87915e-14 4.11402e-14 3.70427e-14 3.75331e-14 1.67986e-14 3.45302e-14
     727.253 3.59555e-14 3.86978e-14 4.16137e-14 3.69730e-14 3.75974e-14 1.82297e-14 3.48445e-14
     727.473 3.60359e-14 3.86041e-14 4.20872e-14 3.69034e-14 3.76616e-14 1.96608e-14 3.51588e-14
     727.692 3.61682e-14 3.85766e-14 4.19689e-14 3.68976e-14 3.74031e-14 2.14006e-14 3.54025e-14
     727.912 3.63080e-14 3.85585e-14 4.17660e-14 3.69010e-14 3.70986e-14 2.31846e-14 3.56361e-14
     728.132 3.64696e-14 3.85390e-14 4.14379e-14 3.69100e-14 3.68048e-14 2.35364e-14 3.56163e-14
     728.352 3.66457e-14 3.85185e-14 4.10264e-14 3.69228e-14 3.65181e-14 2.29338e-14 3.54276e-14
     728.571 3.68863e-14 3.85195e-14 4.03741e-14 3.69338e-14 3.63797e-14 2.24111e-14 3.52507e-14
     728.791 3.72607e-14 3.85653e-14 3.92223e-14 3.69411e-14 3.65487e-14 2.20540e-14 3.50987e-14
     729.011 3.76339e-14 3.86137e-14 3.80967e-14 3.69515e-14 3.67172e-14 2.17081e-14 3.49535e-14
     729.231 3.79868e-14 3.87116e-14 3.74649e-14 3.70214e-14 3.68781e-14 2.15715e-14 3.49390e-14
     729.451 3.83396e-14 3.88095e-14 3.68331e-14 3.70914e-14 3.70390e-14 2.14348e-14 3.49246e-14
     729.670 3.84606e-14 3.89502e-14 3.68396e-14 3.72382e-14 3.71900e-14 2.20724e-14 3.51252e-14
     729.890 3.85143e-14 3.91034e-14 3.70314e-14 3.74074e-14 3.73382e-14 2.29346e-14 3.53882e-14
     730.110 3.85679e-14 3.92927e-14 3.72132e-14 3.75560e-14 3.75365e-14 2.39553e-14 3.56869e-14
     730.330 3.86215e-14 3.95179e-14 3.73851e-14 3.76841e-14 3.77851e-14 2.51345e-14 3.60214e-14
     730.549 3.86499e-14 3.97187e-14 3.75543e-14 3.78070e-14 3.80464e-14 2.59371e-14 3.62856e-14
     730.769 3.85915e-14 3.98355e-14 3.77147e-14 3.79118e-14 3.83515e-14 2.54441e-14 3.63082e-14
     730.989 3.85332e-14 3.99524e-14 3.78751e-14 3.80166e-14 3.86567e-14 2.49510e-14 3.63308e-14
     731.209 3.84720e-14 3.98626e-14 3.82215e-14 3.80329e-14 3.85306e-14 2.53521e-14 3.64119e-14
     731.429 3.84106e-14 3.97620e-14 3.85777e-14 3.80445e-14 3.83818e-14 2.58002e-14 3.64961e-14
     731.648 3.85024e-14 3.97308e-14 3.88858e-14 3.80571e-14 3.82149e-14 2.65166e-14 3.66513e-14
     731.868 3.86679e-14 3.97330e-14 3.91709e-14 3.80700e-14 3.80393e-14 2.73621e-14 3.68405e-14
     732.088 3.88460e-14 3.97830e-14 3.92166e-14 3.81154e-14 3.79376e-14 2.81837e-14 3.70137e-14
     732.308 3.90430e-14 3.99048e-14 3.89033e-14 3.82093e-14 3.79469e-14 2.89695e-14 3.71628e-14
     732.527 3.92460e-14 4.00292e-14 3.86071e-14 3.83030e-14 3.79593e-14 2.96860e-14 3.73051e-14
     732.747 3.94914e-14 4.01728e-14 3.84290e-14 3.83954e-14 3.79927e-14 2.99197e-14 3.74002e-14
     732.967 3.97368e-14 4.03164e-14 3.82510e-14 3.84878e-14 3.80262e-14 3.01535e-14 3.74953e-14
     733.187 3.99937e-14 4.04573e-14 3.82582e-14 3.85780e-14 3.80927e-14 2.79588e-14 3.72231e-14
     733.407 4.02527e-14 4.05977e-14 3.82980e-14 3.86679e-14 3.81651e-14 2.53358e-14 3.68862e-14
     733.626 4.05270e-14 4.06783e-14 3.83129e-14 3.86544e-14 3.82426e-14 2.41561e-14 3.67619e-14
     733.846 4.08127e-14 4.07147e-14 3.83094e-14 3.85646e-14 3.83239e-14 2.40427e-14 3.67947e-14
     734.066 4.11021e-14 4.07130e-14 3.82981e-14 3.84426e-14 3.84067e-14 2.43558e-14 3.68864e-14
     734.286 4.14004e-14 4.06226e-14 3.82688e-14 3.82459e-14 3.84931e-14 2.56627e-14 3.71156e-14
     734.505 4.16883e-14 4.05307e-14 3.82346e-14 3.80551e-14 3.85715e-14 2.69134e-14 3.73323e-14
     734.725 4.15782e-14 4.03834e-14 3.80085e-14 3.80942e-14 3.83364e-14 2.59799e-14 3.70635e-14
     734.945 4.14681e-14 4.02360e-14 3.77824e-14 3.81333e-14 3.81014e-14 2.50465e-14 3.67946e-14
     735.165 4.11288e-14 4.01355e-14 3.75871e-14 3.82088e-14 3.78549e-14 2.53042e-14 3.67032e-14
     735.385 4.07130e-14 4.00506e-14 3.74020e-14 3.82964e-14 3.76046e-14 2.59589e-14 3.66709e-14
     735.604 4.04618e-14 4.00306e-14 3.74919e-14 3.84343e-14 3.74837e-14 2.80392e-14 3.69903e-14
     735.824 4.03925e-14 4.00823e-14 3.78858e-14 3.86277e-14 3.75059e-14 3.16943e-14 3.76981e-14
     736.044 4.04032e-14 4.01754e-14 3.82549e-14 3.88202e-14 3.75419e-14 3.54737e-14 3.84449e-14
     736.264 4.07337e-14 4.04338e-14 3.85249e-14 3.90097e-14 3.76331e-14 3.97483e-14 3.93472e-14
     736.484 4.10642e-14 4.06923e-14 3.87950e-14 3.91992e-14 3.77243e-14 4.40240e-14 4.02498e-14
     736.703 4.12871e-14 4.09215e-14 3.88491e-14 3.93821e-14 3.79363e-14 4.28442e-14 4.02034e-14
     736.923 4.15013e-14 4.11483e-14 3.88857e-14 3.95645e-14 3.81582e-14 4.12222e-14 4.00800e-14
     737.143 4.15767e-14 4.12734e-14 3.89579e-14 3.95917e-14 3.83695e-14 3.63955e-14 3.93608e-14
     737.363 4.15774e-14 4.13438e-14 3.90492e-14 3.95355e-14 3.85753e-14 2.98440e-14 3.83209e-14
     737.582 4.15948e-14 4.13858e-14 3.91553e-14 3.94148e-14 3.87766e-14 2.45696e-14 3.74828e-14
     737.802 4.16400e-14 4.13806e-14 3.92861e-14 3.91870e-14 3.89706e-14 2.14220e-14 3.69810e-14
     738.022 4.16994e-14 4.13664e-14 3.93932e-14 3.89823e-14 3.91319e-14 1.86288e-14 3.65337e-14
     738.242 4.18863e-14 4.12710e-14 3.92878e-14 3.89858e-14 3.89998e-14 1.90180e-14 3.65748e-14
     738.462 4.20733e-14 4.11756e-14 3.91823e-14 3.89892e-14 3.88677e-14 1.94072e-14 3.66159e-14
     738.681 4.22849e-14 4.11067e-14 3.90501e-14 3.90335e-14 3.86906e-14 1.97039e-14 3.66450e-14
     738.901 4.25018e-14 4.10435e-14 3.89122e-14 3.90865e-14 3.85040e-14 1.99809e-14 3.66715e-14
     739.121 4.28385e-14 4.10412e-14 3.90111e-14 3.91059e-14 3.85377e-14 2.13919e-14 3.69877e-14
     739.341 4.32732e-14 4.10887e-14 3.93038e-14 3.90980e-14 3.87515e-14 2.37302e-14 3.75409e-14
     739.560 4.37075e-14 4.11313e-14 3.95749e-14 3.90822e-14 3.89469e-14 2.64027e-14 3.81409e-14
     739.780 4.41405e-14 4.11609e-14 3.97887e-14 3.90456e-14 3.90936e-14 2.99543e-14 3.88639e-14
     740.000 4.45736e-14 4.11905e-14 4.00026e-14 3.90090e-14 3.92403e-14 3.35069e-14 3.95871e-14
     740.220 4.43140e-14 4.11985e-14 4.00101e-14 3.88970e-14 3.92113e-14 3.51609e-14 3.97986e-14
     740.440 4.40544e-14 4.12064e-14 4.00176e-14 3.87851e-14 3.91824e-14 3.68149e-14 4.00101e-14
     740.659 4.37950e-14 4.11752e-14 3.99273e-14 3.87135e-14 3.90948e-14 3.66002e-14 3.98843e-14
     740.879 4.35357e-14 4.11291e-14 3.97998e-14 3.86572e-14 3.89851e-14 3.56771e-14 3.96306e-14
     741.099 4.34073e-14 4.10763e-14 3.96121e-14 3.86257e-14 3.88393e-14 3.47573e-14 3.93863e-14
     741.319 4.34388e-14 4.10153e-14 3.93510e-14 3.86245e-14 3.86495e-14 3.38416e-14 3.91535e-14
     741.539 4.34773e-14 4.09860e-14 3.91848e-14 3.86465e-14 3.84787e-14 3.31828e-14 3.89927e-14
     741.758 4.35488e-14 4.11052e-14 3.94657e-14 3.87777e-14 3.83973e-14 3.37334e-14 3.91714e-14
     741.978 4.36204e-14 4.12244e-14 3.97467e-14 3.89090e-14 3.83159e-14 3.42842e-14 3.93501e-14
     742.198 4.36734e-14 4.13273e-14 4.02103e-14 3.90848e-14 3.82712e-14 3.47889e-14 3.95593e-14
     742.418 4.37243e-14 4.14283e-14 4.06943e-14 3.92655e-14 3.82305e-14 3.52883e-14 3.97719e-14
     742.637 4.37710e-14 4.15287e-14 4.07366e-14 3.93492e-14 3.83287e-14 3.50632e-14 3.97962e-14
     742.857 4.38152e-14 4.16287e-14 4.05139e-14 3.93745e-14 3.85103e-14 3.44034e-14 3.97077e-14
     743.077 4.37401e-14 4.17336e-14 4.03096e-14 3.93932e-14 3.86911e-14 3.31186e-14 3.94977e-14
     743.297 4.34437e-14 4.18476e-14 4.01391e-14 3.93993e-14 3.88703e-14 3.06741e-14 3.90623e-14
     743.516 4.31663e-14 4.19535e-14 4.00009e-14 3.94014e-14 3.90444e-14 2.81606e-14 3.86212e-14
     743.736 4.31230e-14 4.19608e-14 4.02610e-14 3.93540e-14 3.91569e-14 2.47857e-14 3.81069e-14
     743.956 4.30796e-14 4.19680e-14 4.05211e-14 3.93065e-14 3.92694e-14 2.14109e-14 3.75926e-14
     744.176 4.30363e-14 4.19937e-14 4.07361e-14 3.92836e-14 3.93284e-14 1.99743e-14 3.73921e-14
     744.396 4.29929e-14 4.20240e-14 4.09399e-14 3.92669e-14 3.93740e-14 1.90222e-14 3.72700e-14
     744.615 4.29496e-14 4.19701e-14 4.10974e-14 3.92756e-14 3.93646e-14 1.90415e-14 3.72831e-14
     744.835 4.29062e-14 4.18401e-14 4.12129e-14 3.93071e-14 3.93053e-14 1.99395e-14 3.74185e-14
     745.055 4.28629e-14 4.17788e-14 4.12957e-14 3.93368e-14 3.92941e-14 2.18351e-14 3.77339e-14
     745.275 4.28196e-14 4.19235e-14 4.12806e-14 3.93612e-14 3.94269e-14 2.67187e-14 3.85884e-14
     745.495 4.27762e-14 4.20682e-14 4.12655e-14 3.93856e-14 3.95598e-14 3.16037e-14 3.94432e-14
     745.714 4.27329e-14 4.21488e-14 4.11675e-14 3.94054e-14 3.98144e-14 3.33969e-14 3.97776e-14
     745.934 4.26895e-14 4.22277e-14 4.10673e-14 3.94251e-14 4.00722e-14 3.51108e-14 4.00988e-14
     746.154 4.26462e-14 4.22924e-14 4.10413e-14 3.94100e-14 4.00132e-14 3.41981e-14 3.99335e-14
     746.374 4.26028e-14 4.23510e-14 4.10470e-14 3.93800e-14 3.98185e-14 3.21602e-14 3.95599e-14
     746.593 4.25595e-14 4.24074e-14 4.10596e-14 3.93478e-14 3.95870e-14 2.91773e-14 3.90231e-14
     746.813 4.25161e-14 4.24608e-14 4.10814e-14 3.93124e-14 3.93058e-14 2.49169e-14 3.82656e-14
     747.033 4.24728e-14 4.25048e-14 4.10708e-14 3.93018e-14 3.90813e-14 2.09456e-14 3.75628e-14
     747.253 4.24294e-14 4.24961e-14 4.08765e-14 3.94319e-14 3.91778e-14 1.86047e-14 3.71694e-14
     747.473 4.23861e-14 4.24875e-14 4.06822e-14 3.95620e-14 3.92743e-14 1.62638e-14 3.67760e-14
     747.692 4.23427e-14 4.24704e-14 4.05879e-14 3.96452e-14 3.93632e-14 1.70005e-14 3.69017e-14
     747.912 4.22994e-14 4.24521e-14 4.05080e-14 3.97216e-14 3.94510e-14 1.81766e-14 3.71014e-14
     748.132 4.22560e-14 4.24103e-14 4.06430e-14 3.96972e-14 3.95225e-14 2.03639e-14 3.74821e-14
