#       [nm]       bulge  elliptical          s0          sa          sb          sc         avg
     249.670 7.38723e-16 1.04687e-15 1.58678e-15 4.04456e-15 5.50995e-15 4.71077e-14 1.00058e-14
     249.890 8.09522e-16 8.41905e-16 1.79251e-15 4.08168e-15 5.88475e-15 4.49036e-14 9.71899e-15
     250.110 8.72240e-16 7.88508e-16 1.85305e-15 4.15565e-15 5.19756e-15 4.21156e-14 9.16376e-15
     250.330 9.26869e-16 8.86687e-16 1.76841e-15 4.26645e-15 3.44849e-15 3.87439e-14 8.34013e-15
     250.549 9.62404e-16 9.52027e-16 1.68453e-15 4.32495e-15 2.44829e-15 3.62280e-14 7.76670e-15
     250.769 9.32163e-16 9.04236e-16 1.60334e-15 4.20329e-15 4.02780e-15 3.66603e-14 8.05518e-15
     250.989 9.01920e-16 8.56441e-16 1.52214e-15 4.08163e-15 5.60742e-15 3.70926e-14 8.34369e-15
     251.209 8.95301e-16 8.35117e-16 1.23811e-15 3.80962e-15 5.44502e-15 3.62025e-14 8.07095e-15
     251.429 8.89924e-16 8.15185e-16 9.43379e-16 3.52968e-15 5.19094e-15 3.52428e-14 7.76865e-15
     251.648 8.52702e-16 7.41488e-16 8.57457e-16 3.44251e-15 4.84061e-15 3.21614e-14 7.14935e-15
     251.868 8.00142e-16 6.41897e-16 8.72061e-16 3.44815e-15 4.44389e-15 2.80581e-14 6.37737e-15
     252.088 7.20516e-16 5.79678e-16 9.51503e-16 3.46045e-15 4.28540e-15 2.68692e-14 6.14446e-15
     252.308 6.00303e-16 5.73510e-16 1.12818e-15 3.48275e-15 4.48420e-15 3.00514e-14 6.72005e-15
     252.527 5.08811e-16 5.75592e-16 1.28982e-15 3.48260e-15 4.70373e-15 3.26594e-14 7.20333e-15
     252.747 6.18429e-16 6.35443e-16 1.34626e-15 3.32530e-15 5.06838e-15 3.12482e-14 7.04033e-15
     252.967 7.28047e-16 6.95294e-16 1.40271e-15 3.16800e-15 5.43303e-15 2.98369e-14 6.87733e-15
     253.187 8.28390e-16 8.24588e-16 1.44244e-15 3.24977e-15 5.81372e-15 3.12812e-14 7.24003e-15
     253.407 9.27098e-16 9.66135e-16 1.47923e-15 3.37371e-15 6.19725e-15 3.32294e-14 7.69546e-15
     253.626 9.21648e-16 1.01720e-15 1.49685e-15 3.42920e-15 6.17646e-15 3.28708e-14 7.65203e-15
     253.846 8.39201e-16 1.00138e-15 1.50029e-15 3.43409e-15 5.85677e-15 3.08071e-14 7.23980e-15
     254.066 8.02887e-16 9.73881e-16 1.42297e-15 3.41421e-15 5.65995e-15 2.98471e-14 7.02017e-15
     254.286 8.74202e-16 9.19121e-16 1.15720e-15 3.33654e-15 5.74974e-15 3.14622e-14 7.24983e-15
     254.505 9.42682e-16 8.67457e-16 8.99466e-16 3.26337e-15 5.81783e-15 3.30817e-14 7.47875e-15
     254.725 9.00375e-16 9.36692e-16 9.56069e-16 3.36617e-15 5.03920e-15 3.48704e-14 7.67815e-15
     254.945 8.58071e-16 1.00592e-15 1.01267e-15 3.46897e-15 4.26062e-15 3.66589e-14 7.87753e-15
     255.165 8.56808e-16 9.15688e-16 1.30378e-15 3.63596e-15 4.33605e-15 3.56827e-14 7.78850e-15
     255.385 8.69225e-16 7.72308e-16 1.67302e-15 3.82434e-15 4.69614e-15 3.37850e-14 7.60333e-15
     255.604 8.79455e-16 7.17486e-16 1.87757e-15 4.06702e-15 5.09279e-15 3.20197e-14 7.44234e-15
     255.824 8.87264e-16 7.60549e-16 1.90005e-15 4.36970e-15 5.52979e-15 3.04012e-14 7.30809e-15
     256.044 8.97009e-16 8.09756e-16 1.90423e-15 4.61131e-15 5.84449e-15 2.98537e-14 7.32009e-15
     256.264 9.14497e-16 8.83550e-16 1.83515e-15 4.60857e-15 5.66992e-15 3.35920e-14 7.91728e-15
     256.484 9.31985e-16 9.57345e-16 1.76608e-15 4.60584e-15 5.49534e-15 3.73302e-14 8.51447e-15
     256.703 1.01899e-15 9.95136e-16 1.54937e-15 4.43857e-15 5.65918e-15 3.55303e-14 8.19860e-15
     256.923 1.11163e-15 1.03001e-15 1.32069e-15 4.25796e-15 5.85045e-15 3.32816e-14 7.80872e-15
     257.143 1.17877e-15 1.05916e-15 1.36810e-15 4.22403e-15 5.87035e-15 3.31735e-14 7.81231e-15
     257.363 1.23220e-15 1.08523e-15 1.56417e-15 4.26905e-15 5.79800e-15 3.42178e-14 8.02773e-15
     257.582 1.24261e-15 1.12054e-15 1.78753e-15 4.23553e-15 5.65261e-15 3.63996e-14 8.40640e-15
     257.802 1.18135e-15 1.17124e-15 2.05635e-15 4.07113e-15 5.38555e-15 4.04764e-14 9.05699e-15
     258.022 1.12662e-15 1.21899e-15 2.30327e-15 3.92281e-15 5.18093e-15 4.38483e-14 9.60016e-15
     258.242 1.13077e-15 1.24017e-15 2.35270e-15 3.91956e-15 5.53882e-15 4.08697e-14 9.17528e-15
     258.462 1.13493e-15 1.26134e-15 2.40212e-15 3.91630e-15 5.89671e-15 3.78910e-14 8.75040e-15
     258.681 1.10286e-15 1.25028e-15 2.13659e-15 3.92394e-15 6.06378e-15 3.55141e-14 8.33193e-15
     258.901 1.06311e-15 1.23238e-15 1.80432e-15 3.93390e-15 6.19038e-15 3.32651e-14 7.91487e-15
     259.121 1.03498e-15 1.28122e-15 1.62976e-15 3.83985e-15 6.08093e-15 3.18928e-14 7.62659e-15
     259.341 1.01635e-15 1.38469e-15 1.58429e-15 3.66070e-15 5.77833e-15 3.12380e-14 7.44372e-15
     259.560 1.00388e-15 1.44084e-15 1.64745e-15 3.52135e-15 5.58134e-15 3.15501e-14 7.45750e-15
     259.780 1.00761e-15 1.37231e-15 1.99686e-15 3.48692e-15 5.66271e-15 3.44103e-14 7.98946e-15
     260.000 1.01135e-15 1.30378e-15 2.34633e-15 3.45249e-15 5.74408e-15 3.72709e-14 8.52149e-15
     260.220 9.69134e-16 1.21042e-15 2.24054e-15 3.61913e-15 6.16056e-15 3.80286e-14 8.70473e-15
     260.440 9.26918e-16 1.11707e-15 2.13475e-15 3.78577e-15 6.57703e-15 3.87863e-14 8.88797e-15
     260.659 9.28414e-16 1.23496e-15 2.11733e-15 3.80142e-15 6.35528e-15 3.83705e-14 8.80131e-15
     260.879 9.46487e-16 1.43299e-15 2.13341e-15 3.75981e-15 5.89144e-15 3.75095e-14 8.61227e-15
     261.099 9.92208e-16 1.51098e-15 2.15076e-15 3.76223e-15 5.70166e-15 3.73975e-14 8.58589e-15
     261.319 1.07172e-15 1.44223e-15 2.16967e-15 3.81847e-15 5.84681e-15 3.82008e-14 8.75829e-15
     261.538 1.13818e-15 1.35258e-15 2.19060e-15 3.87590e-15 6.04943e-15 3.87894e-14 8.89935e-15
     261.758 1.14316e-15 1.16424e-15 2.22108e-15 3.93900e-15 6.52322e-15 3.83657e-14 8.89273e-15
     261.978 1.14813e-15 9.75907e-16 2.25155e-15 4.00209e-15 6.99700e-15 3.79421e-14 8.88612e-15
     262.198 1.18403e-15 1.12011e-15 2.26950e-15 4.07890e-15 7.05642e-15 3.98280e-14 9.25616e-15
     262.418 1.22336e-15 1.30125e-15 2.28605e-15 4.15722e-15 7.06980e-15 4.19706e-14 9.66804e-15
     262.637 1.24381e-15 1.45812e-15 2.24938e-15 4.16243e-15 6.92779e-15 4.44122e-14 1.00756e-14
     262.857 1.25294e-15 1.60047e-15 2.18079e-15 4.12377e-15 6.69253e-15 4.70338e-14 1.04807e-14
     263.077 1.27606e-15 1.70698e-15 2.13510e-15 4.16716e-15 6.62254e-15 4.87230e-14 1.07718e-14
     263.297 1.32513e-15 1.74693e-15 2.13194e-15 4.36287e-15 6.85940e-15 4.86809e-14 1.08512e-14
     263.516 1.37926e-15 1.78049e-15 2.15810e-15 4.57085e-15 7.07927e-15 4.88770e-14 1.09742e-14
     263.736 1.49584e-15 1.73502e-15 2.54603e-15 4.93005e-15 7.08910e-15 5.20132e-14 1.16349e-14
     263.956 1.61241e-15 1.68955e-15 2.93396e-15 5.28924e-15 7.09892e-15 5.51493e-14 1.22956e-14
     264.176 1.66289e-15 1.82432e-15 3.16207e-15 5.47940e-15 7.42106e-15 5.71771e-14 1.27878e-14
     264.396 1.69684e-15 2.00410e-15 3.35022e-15 5.62729e-15 7.82120e-15 5.89277e-14 1.32379e-14
     264.615 1.73526e-15 2.09814e-15 3.52989e-15 5.67213e-15 7.97531e-15 5.95618e-14 1.34287e-14
     264.835 1.77771e-15 2.11458e-15 3.70184e-15 5.62370e-15 7.90677e-15 5.91855e-14 1.33850e-14
     265.055 1.81528e-15 2.11758e-15 3.77521e-15 5.56950e-15 7.91508e-15 5.83513e-14 1.32573e-14
     265.275 1.83821e-15 2.08023e-15 3.55278e-15 5.49791e-15 8.15400e-15 5.61429e-14 1.28777e-14
     265.495 1.86115e-15 2.04288e-15 3.33035e-15 5.42633e-15 8.39292e-15 5.39344e-14 1.24980e-14
     265.714 1.86066e-15 1.98949e-15 3.19652e-15 5.46689e-15 8.17688e-15 5.02091e-14 1.18166e-14
     265.934 1.85957e-15 1.93568e-15 3.06497e-15 5.51033e-15 7.94917e-15 4.64448e-14 1.11274e-14
     266.154 1.83345e-15 1.87218e-15 3.03151e-15 5.51180e-15 7.68211e-15 4.52303e-14 1.08602e-14
     266.374 1.79661e-15 1.80452e-15 3.04008e-15 5.49529e-15 7.39814e-15 4.51079e-14 1.07738e-14
     266.593 1.75928e-15 1.76173e-15 3.02805e-15 5.52363e-15 7.50505e-15 4.53023e-14 1.08133e-14
     266.813 1.72128e-15 1.75259e-15 2.98814e-15 5.61261e-15 8.14068e-15 4.59250e-14 1.10234e-14
     267.033 1.68513e-15 1.73083e-15 2.97217e-15 5.70223e-15 8.60645e-15 4.65160e-14 1.12021e-14
     267.253 1.65943e-15 1.63755e-15 3.09194e-15 5.79535e-15 8.10888e-15 4.69270e-14 1.12034e-14
     267.473 1.63373e-15 1.54427e-15 3.21170e-15 5.88848e-15 7.61131e-15 4.73380e-14 1.12046e-14
     267.692 1.68254e-15 1.58612e-15 3.25071e-15 6.06682e-15 7.30085e-15 4.58175e-14 1.09508e-14
     267.912 1.74200e-15 1.64727e-15 3.27818e-15 6.25734e-15 7.01711e-15 4.40211e-14 1.06605e-14
     268.132 1.80052e-15 1.74931e-15 3.21749e-15 6.13641e-15 7.37436e-15 4.41061e-14 1.07307e-14
     268.352 1.85844e-15 1.87863e-15 3.09803e-15 5.80789e-15 8.15892e-15 4.54451e-14 1.10412e-14
     268.571 1.91101e-15 2.00058e-15 2.97025e-15 5.52511e-15 8.71133e-15 4.65453e-14 1.12773e-14
     268.791 1.95245e-15 2.10721e-15 2.82523e-15 5.33736e-15 8.78167e-15 4.71499e-14 1.13590e-14
     269.011 1.98930e-15 2.20621e-15 2.69200e-15 5.16400e-15 8.81928e-15 4.77012e-14 1.14287e-14
     269.231 1.93861e-15 2.16000e-15 2.78327e-15 5.26470e-15 8.23460e-15 4.72399e-14 1.12702e-14
     269.451 1.88792e-15 2.11378e-15 2.87454e-15 5.36540e-15 7.64992e-15 4.67786e-14 1.11117e-14
     269.670 1.83608e-15 2.05434e-15 2.98589e-15 5.44733e-15 7.38653e-15 4.35364e-14 1.05411e-14
     269.890 1.78392e-15 1.99107e-15 3.10304e-15 5.52380e-15 7.21642e-15 3.94876e-14 9.85098e-15
     270.110 1.74718e-15 1.93189e-15 3.25239e-15 5.54559e-15 7.22602e-15 3.78200e-14 9.58718e-15
     270.330 1.72589e-15 1.87681e-15 3.43390e-15 5.51270e-15 7.41536e-15 3.85341e-14 9.74979e-15
     270.549 1.72411e-15 1.80718e-15 3.57888e-15 5.48351e-15 7.62180e-15 4.00200e-14 1.00392e-14
     270.769 1.78954e-15 1.68739e-15 3.59809e-15 5.46704e-15 7.88730e-15 4.41659e-14 1.07659e-14
     270.989 1.85498e-15 1.56759e-15 3.61730e-15 5.45057e-15 8.15280e-15 4.83118e-14 1.14925e-14
     271.209 1.76682e-15 1.53368e-15 3.43279e-15 5.27104e-15 8.38304e-15 4.98129e-14 1.17000e-14
     271.429 1.67058e-15 1.50430e-15 3.23757e-15 5.08293e-15 8.61143e-15 5.11748e-14 1.18803e-14
     271.648 1.61287e-15 1.51476e-15 3.13476e-15 4.97989e-15 8.38825e-15 5.07051e-14 1.17226e-14
     271.868 1.57369e-15 1.54441e-15 3.07642e-15 4.91778e-15 7.94765e-15 4.93535e-14 1.14022e-14
     272.088 1.52195e-15 1.50818e-15 2.98837e-15 4.89885e-15 7.66768e-15 4.84575e-14 1.11738e-14
     272.308 1.45136e-15 1.37316e-15 2.85577e-15 4.94468e-15 7.62864e-15 4.82449e-14 1.10831e-14
     272.527 1.39533e-15 1.25645e-15 2.72907e-15 4.98395e-15 7.60202e-15 4.81590e-14 1.10210e-14
     272.747 1.44127e-15 1.26808e-15 2.64386e-15 4.97730e-15 7.66244e-15 4.89605e-14 1.11589e-14
     272.967 1.48720e-15 1.27972e-15 2.55865e-15 4.97066e-15 7.72286e-15 4.97620e-14 1.12968e-14
     273.187 1.49252e-15 1.37403e-15 2.63451e-15 4.97737e-15 7.48438e-15 4.70930e-14 1.08426e-14
     273.407 1.49067e-15 1.48292e-15 2.73878e-15 4.98644e-15 7.19321e-15 4.38123e-14 1.02840e-14
     273.626 1.47353e-15 1.49814e-15 2.79985e-15 4.92347e-15 6.92933e-15 4.16546e-14 9.87982e-15
     273.846 1.44509e-15 1.44411e-15 2.82898e-15 4.80725e-15 6.68565e-15 4.03274e-14 9.58976e-15
     274.066 1.40052e-15 1.38983e-15 2.78922e-15 4.63881e-15 6.58019e-15 3.99254e-14 9.45399e-15
     274.286 1.31826e-15 1.33493e-15 2.58865e-15 4.34839e-15 6.79725e-15 4.16821e-14 9.67826e-15
     274.505 1.23930e-15 1.28442e-15 2.39352e-15 4.06907e-15 7.01128e-15 4.34151e-14 9.90212e-15
     274.725 1.28926e-15 1.40488e-15 2.41031e-15 4.22283e-15 7.10724e-15 4.42234e-14 1.01097e-14
     274.945 1.33921e-15 1.52533e-15 2.42709e-15 4.37659e-15 7.20320e-15 4.50318e-14 1.03172e-14
     275.165 1.42033e-15 1.66525e-15 2.49344e-15 4.48637e-15 7.08313e-15 4.69617e-14 1.06850e-14
     275.385 1.51182e-15 1.81163e-15 2.57629e-15 4.58147e-15 6.89111e-15 4.92650e-14 1.11062e-14
     275.604 1.55137e-15 1.86898e-15 2.61782e-15 4.65761e-15 6.79890e-15 4.99464e-14 1.12402e-14
     275.824 1.53351e-15 1.82792e-15 2.61369e-15 4.71277e-15 6.81702e-15 4.88347e-14 1.10566e-14
     276.044 1.54423e-15 1.79470e-15 2.63821e-15 4.76639e-15 6.80819e-15 4.80766e-14 1.09381e-14
     276.264 1.66930e-15 1.79287e-15 2.77738e-15 4.81391e-15 6.69152e-15 4.87322e-14 1.10795e-14
     276.484 1.79437e-15 1.79104e-15 2.91655e-15 4.86144e-15 6.57485e-15 4.93877e-14 1.12210e-14
     276.703 1.77277e-15 1.80799e-15 3.00702e-15 5.15256e-15 6.79869e-15 4.90502e-14 1.12649e-14
     276.923 1.73928e-15 1.82646e-15 3.09355e-15 5.46343e-15 7.05014e-15 4.86323e-14 1.13009e-14
     277.143 1.68233e-15 1.79498e-15 3.09448e-15 5.64405e-15 6.93122e-15 4.82830e-14 1.12383e-14
     277.363 1.61273e-15 1.73661e-15 3.04934e-15 5.75457e-15 6.61288e-15 4.79706e-14 1.11228e-14
     277.582 1.54947e-15 1.69955e-15 3.01092e-15 5.69616e-15 6.34946e-15 4.73342e-14 1.09400e-14
     277.802 1.49678e-15 1.69800e-15 2.98370e-15 5.35627e-15 6.17758e-15 4.61580e-14 1.06451e-14
     278.022 1.44601e-15 1.67059e-15 2.95642e-15 5.02229e-15 5.99509e-15 4.50818e-14 1.03620e-14
     278.242 1.41272e-15 1.41039e-15 2.92859e-15 4.74196e-15 5.71734e-15 4.49083e-14 1.01865e-14
     278.462 1.37943e-15 1.15019e-15 2.90076e-15 4.46164e-15 5.43958e-15 4.47347e-14 1.00110e-14
     278.681 1.30916e-15 1.09177e-15 2.71617e-15 4.14237e-15 5.28351e-15 4.33953e-14 9.65638e-15
     278.901 1.23105e-15 1.07614e-15 2.49837e-15 3.81488e-15 5.15325e-15 4.18090e-14 9.26378e-15
     279.121 1.14647e-15 1.07718e-15 2.26052e-15 3.55205e-15 4.79317e-15 3.89509e-14 8.63005e-15
     279.341 1.05660e-15 1.09187e-15 2.00629e-15 3.34218e-15 4.24507e-15 3.50524e-14 7.79907e-15
     279.560 9.55741e-16 1.10352e-15 1.81671e-15 3.16937e-15 3.98250e-15 3.32765e-14 7.38407e-15
     279.780 8.25882e-16 1.10719e-15 1.79752e-15 3.09424e-15 4.47273e-15 3.70967e-14 8.06571e-15
     280.000 6.96022e-16 1.11086e-15 1.77833e-15 3.01911e-15 4.96295e-15 4.09168e-14 8.74735e-15
     280.220 7.40422e-16 1.13334e-15 1.93404e-15 3.22165e-15 5.08853e-15 3.94175e-14 8.58925e-15
     280.440 7.84822e-16 1.15583e-15 2.08975e-15 3.42419e-15 5.21411e-15 3.79182e-14 8.43115e-15
     280.659 8.95312e-16 1.31050e-15 2.28435e-15 3.75847e-15 5.54730e-15 3.86292e-14 8.73752e-15
     280.879 1.03089e-15 1.51533e-15 2.49373e-15 4.14277e-15 5.95929e-15 4.01785e-14 9.22008e-15
     281.099 1.17035e-15 1.64987e-15 2.67133e-15 4.47230e-15 6.33101e-15 4.25251e-14 9.80332e-15
     281.319 1.31453e-15 1.69850e-15 2.81005e-15 4.73486e-15 6.65346e-15 4.58455e-14 1.05095e-14
     281.538 1.45854e-15 1.75031e-15 2.95820e-15 4.98332e-15 7.01029e-15 4.89715e-14 1.11887e-14
     281.758 1.60158e-15 1.81711e-15 3.15074e-15 5.16511e-15 7.52898e-15 5.11785e-14 1.17403e-14
     281.978 1.74462e-15 1.88391e-15 3.34328e-15 5.34690e-15 8.04767e-15 5.33856e-14 1.22920e-14
     282.198 1.76174e-15 1.94338e-15 3.49476e-15 5.50813e-15 8.29208e-15 5.12036e-14 1.20339e-14
     282.418 1.76488e-15 2.00203e-15 3.64168e-15 5.66708e-15 8.50602e-15 4.85341e-14 1.16860e-14
     282.637 1.76916e-15 1.99028e-15 3.74275e-15 5.77711e-15 8.65228e-15 4.77207e-14 1.16087e-14
     282.857 1.77413e-15 1.93630e-15 3.81635e-15 5.85781e-15 8.75798e-15 4.80204e-14 1.16938e-14
     283.077 1.78015e-15 1.89632e-15 3.85882e-15 5.88868e-15 8.98002e-15 4.79572e-14 1.17269e-14
     283.297 1.78814e-15 1.88234e-15 3.84349e-15 5.82702e-15 9.41807e-15 4.72198e-14 1.16631e-14
     283.516 1.79338e-15 1.86827e-15 3.81509e-15 5.77333e-15 9.80543e-15 4.62786e-14 1.15557e-14
     283.736 1.76489e-15 1.85302e-15 3.62527e-15 5.81815e-15 9.56684e-15 4.28225e-14 1.09085e-14
     283.956 1.73639e-15 1.83778e-15 3.43544e-15 5.86298e-15 9.32825e-15 3.93665e-14 1.02612e-14
     284.176 1.61267e-15 1.76855e-15 3.14437e-15 5.75803e-15 8.86040e-15 4.07068e-14 1.03085e-14
     284.396 1.46518e-15 1.68585e-15 2.82802e-15 5.61566e-15 8.33533e-15 4.32454e-14 1.05292e-14
     284.615 1.35250e-15 1.61042e-15 2.57002e-15 5.41165e-15 8.26611e-15 4.56373e-14 1.08080e-14
     284.835 1.27134e-15 1.54158e-15 2.36484e-15 5.15188e-15 8.60939e-15 4.78963e-14 1.11392e-14
     285.055 1.20684e-15 1.50833e-15 2.21462e-15 4.94739e-15 8.80776e-15 5.01835e-14 1.14781e-14
     285.275 1.19234e-15 1.58189e-15 2.22921e-15 4.90865e-15 8.57140e-15 5.25565e-14 1.18400e-14
     285.495 1.17783e-15 1.65545e-15 2.24381e-15 4.86992e-15 8.33505e-15 5.49296e-14 1.22019e-14
     285.714 1.25395e-15 1.75641e-15 2.49541e-15 5.12561e-15 8.42337e-15 5.68802e-14 1.26558e-14
     285.934 1.33239e-15 1.85808e-15 2.75310e-15 5.38885e-15 8.52001e-15 5.88200e-14 1.31121e-14
     286.154 1.48586e-15 1.90485e-15 2.95972e-15 5.69349e-15 8.88621e-15 6.01822e-14 1.35187e-14
     286.374 1.67150e-15 1.92811e-15 3.14451e-15 6.01593e-15 9.36798e-15 6.12971e-14 1.39042e-14
     286.593 1.77959e-15 1.94296e-15 3.30475e-15 6.24651e-15 9.79411e-15 6.08696e-14 1.39896e-14
     286.813 1.78278e-15 1.94645e-15 3.43177e-15 6.35279e-15 1.01449e-14 5.83560e-14 1.36691e-14
     287.033 1.79175e-15 1.97522e-15 3.56273e-15 6.43111e-15 1.04323e-14 5.63193e-14 1.34187e-14
     287.253 1.83353e-15 2.14736e-15 3.71595e-15 6.35086e-15 1.03598e-14 5.69879e-14 1.35659e-14
     287.473 1.87530e-15 2.31950e-15 3.86917e-15 6.27061e-15 1.02874e-14 5.76564e-14 1.37131e-14
     287.692 1.91924e-15 2.35086e-15 3.88096e-15 6.27560e-15 1.02655e-14 5.89851e-14 1.39462e-14
     287.912 1.96349e-15 2.36212e-15 3.87255e-15 6.29277e-15 1.02509e-14 6.04077e-14 1.41916e-14
     288.132 2.02054e-15 2.30350e-15 3.90007e-15 6.30709e-15 1.00852e-14 5.93801e-14 1.39994e-14
     288.352 2.08612e-15 2.19828e-15 3.95154e-15 6.31951e-15 9.81861e-15 5.67186e-14 1.35154e-14
     288.571 2.14951e-15 2.14420e-15 4.08949e-15 6.33097e-15 9.73584e-15 5.53495e-14 1.32999e-14
     288.791 2.20837e-15 2.19633e-15 4.40713e-15 6.34045e-15 1.00348e-14 5.66646e-14 1.36420e-14
     289.011 2.27290e-15 2.25782e-15 4.72014e-15 6.35762e-15 1.03519e-14 5.80346e-14 1.39992e-14
     289.231 2.44535e-15 2.49705e-15 4.94492e-15 6.52096e-15 1.10113e-14 6.04474e-14 1.46445e-14
     289.451 2.61780e-15 2.73629e-15 5.16971e-15 6.68429e-15 1.16707e-14 6.28603e-14 1.52898e-14
     289.670 2.74195e-15 2.88406e-15 5.29043e-15 6.94232e-15 1.20092e-14 6.61451e-14 1.60022e-14
     289.890 2.85206e-15 3.00527e-15 5.38093e-15 7.22779e-15 1.22546e-14 6.96825e-14 1.67339e-14
     290.110 2.93811e-15 3.08533e-15 5.45215e-15 7.46258e-15 1.21716e-14 7.16272e-14 1.71228e-14
     290.330 3.00008e-15 3.12420e-15 5.50407e-15 7.64665e-15 1.17603e-14 7.19787e-14 1.71690e-14
     290.549 3.06957e-15 3.13229e-15 5.60586e-15 7.80457e-15 1.14647e-14 7.23342e-14 1.72352e-14
     290.769 3.16502e-15 3.03431e-15 5.87951e-15 7.87245e-15 1.15677e-14 7.27042e-14 1.73705e-14
     290.989 3.26047e-15 2.93634e-15 6.15316e-15 7.94033e-15 1.16707e-14 7.30742e-14 1.75059e-14
     291.209 3.29134e-15 2.89379e-15 6.15028e-15 7.91423e-15 1.17488e-14 7.61597e-14 1.80264e-14
     291.429 3.31881e-15 2.85416e-15 6.13284e-15 7.88320e-15 1.18257e-14 7.93882e-14 1.85671e-14
     291.648 3.33640e-15 2.79018e-15 6.05720e-15 7.88362e-15 1.15612e-14 8.13353e-14 1.88273e-14
     291.868 3.34922e-15 2.71448e-15 5.95352e-15 7.89918e-15 1.11323e-14 8.26660e-14 1.89524e-14
     292.088 3.34104e-15 2.67697e-15 5.85197e-15 7.86095e-15 1.07319e-14 8.09391e-14 1.85670e-14
     292.308 3.30135e-15 2.69676e-15 5.75365e-15 7.74205e-15 1.03744e-14 7.46273e-14 1.74159e-14
     292.527 3.25645e-15 2.71274e-15 5.63774e-15 7.64424e-15 1.00726e-14 6.90222e-14 1.63910e-14
     292.747 3.17512e-15 2.70206e-15 5.39877e-15 7.69419e-15 1.01612e-14 6.83717e-14 1.62505e-14
     292.967 3.09379e-15 2.69138e-15 5.15980e-15 7.74413e-15 1.02498e-14 6.77212e-14 1.61100e-14
     293.187 3.10928e-15 2.62790e-15 5.14001e-15 7.80022e-15 1.06023e-14 6.62468e-14 1.59211e-14
     293.407 3.14185e-15 2.55512e-15 5.15889e-15 7.85738e-15 1.10014e-14 6.46273e-14 1.57237e-14
     293.626 3.10553e-15 2.65695e-15 5.09844e-15 7.85306e-15 1.11152e-14 6.52069e-14 1.58393e-14
     293.846 3.01827e-15 2.88787e-15 4.97934e-15 7.80327e-15 1.10181e-14 6.74121e-14 1.61865e-14
     294.066 2.99421e-15 3.05731e-15 4.98984e-15 7.78606e-15 1.09269e-14 6.89779e-14 1.64554e-14
     294.286 3.11760e-15 3.08334e-15 5.30280e-15 7.84483e-15 1.08498e-14 6.90519e-14 1.65417e-14
     294.505 3.23525e-15 3.10742e-15 5.60719e-15 7.90164e-15 1.07751e-14 6.90906e-14 1.66195e-14
     294.725 3.12900e-15 3.05537e-15 5.57736e-15 7.88179e-15 1.07996e-14 6.77548e-14 1.63663e-14
     294.945 3.02276e-15 3.00332e-15 5.54752e-15 7.86194e-15 1.08241e-14 6.64190e-14 1.61131e-14
     295.165 2.98430e-15 3.03837e-15 5.49874e-15 8.01508e-15 1.10494e-14 6.67234e-14 1.62182e-14
     295.385 2.96843e-15 3.10246e-15 5.44364e-15 8.22590e-15 1.13417e-14 6.75746e-14 1.64428e-14
     295.604 3.01302e-15 3.07259e-15 5.49717e-15 8.33223e-15 1.16433e-14 6.79636e-14 1.65870e-14
     295.824 3.12443e-15 2.93886e-15 5.67078e-15 8.32308e-15 1.19550e-14 6.78418e-14 1.66423e-14
     296.044 3.18724e-15 2.85004e-15 5.81597e-15 8.28814e-15 1.22508e-14 6.84390e-14 1.68052e-14
     296.264 3.05563e-15 2.94084e-15 5.84755e-15 8.14998e-15 1.24831e-14 7.19128e-14 1.73983e-14
     296.484 2.92402e-15 3.03164e-15 5.87914e-15 8.01182e-15 1.27155e-14 7.53866e-14 1.79915e-14
     296.703 2.89159e-15 3.10904e-15 5.81439e-15 7.94236e-15 1.25868e-14 7.74191e-14 1.82939e-14
     296.923 2.86720e-15 3.18535e-15 5.74184e-15 7.87847e-15 1.24289e-14 7.93346e-14 1.85727e-14
     297.143 2.90128e-15 3.18895e-15 5.83710e-15 7.88856e-15 1.23178e-14 7.97409e-14 1.86458e-14
     297.363 2.96685e-15 3.15342e-15 6.02273e-15 7.93849e-15 1.22318e-14 7.93347e-14 1.86080e-14
     297.582 3.00225e-15 3.10831e-15 6.13490e-15 7.94668e-15 1.23230e-14 7.67492e-14 1.82107e-14
     297.802 2.98740e-15 3.04726e-15 6.12465e-15 7.88531e-15 1.27094e-14 7.05329e-14 1.72145e-14
     298.022 2.97053e-15 2.98084e-15 6.09967e-15 7.82380e-15 1.30463e-14 6.51524e-14 1.63456e-14
     298.242 2.93541e-15 2.86614e-15 5.94215e-15 7.76112e-15 1.29368e-14 6.73047e-14 1.66244e-14
     298.462 2.90029e-15 2.75144e-15 5.78463e-15 7.69844e-15 1.28273e-14 6.94570e-14 1.69032e-14
     298.681 2.84940e-15 2.63813e-15 5.76115e-15 7.73417e-15 1.24291e-14 6.99875e-14 1.68999e-14
     298.901 2.79517e-15 2.52513e-15 5.76610e-15 7.79076e-15 1.19699e-14 7.01740e-14 1.68368e-14
     299.121 2.78392e-15 2.40476e-15 5.63576e-15 7.77443e-15 1.16699e-14 7.17121e-14 1.69968e-14
     299.341 2.80786e-15 2.27838e-15 5.39473e-15 7.69844e-15 1.15002e-14 7.43560e-14 1.73393e-14
     299.560 2.79913e-15 2.22460e-15 5.16242e-15 7.57915e-15 1.13227e-14 7.53815e-14 1.74116e-14
     299.780 2.70427e-15 2.36225e-15 4.95300e-15 7.34561e-15 1.11244e-14 7.21400e-14 1.67716e-14
